date,volume_m3,melt_on_glacier_monthly,liq_prcp_on_glacier_monthly,melt_off_glacier_monthly,liq_prcp_off_glacier_monthly,all_runoff_on_glacier,all_runoff_off_glacier,basin_runoff
1995-09,242742369.5165141,2864885077.8660684,303989058.0328442,30162733.351376202,75118264.09779951,3168874135.8989124,7488409.808358696,3176362545.707271
1995-10,242742369.5165141,54443211.286440484,0.0,111693380.73263875,17399540.24226007,54443211.286440484,9182100.464851504,63625311.75129199
1995-11,242742369.5165141,6.735516200937525e-07,0.0,1.6624678625786762e-07,0.0,6.735516200937525e-07,1.1824774603057055e-08,6.853763946968096e-07
1995-12,242742369.5165141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01,242068150.71843854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02,242068150.71843854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03,242068150.71843854,8.39025798354508e-08,0.0,2.0817284029808094e-08,0.0,8.39025798354508e-08,1.480688421359787e-09,8.538326825681059e-08
1996-04,242068150.71843854,0.0,0.0,583160.1793033625,0.0,0.0,41478.92318979646,41478.92318979646
1996-05,242068150.71843854,11125432.46621587,0.0,69842794.58756912,545890.6840364592,11125432.46621587,5006595.054723158,16132027.520939026
1996-06,242068150.71843854,1553681307.791388,163759855.67316353,571921185.5849786,44742738.86798727,1717441163.4645514,43861972.171794906,1761303135.6363463
1996-07,242068150.71843854,3798462918.4655304,171566792.40612048,1128879701.8301377,42488345.92068392,3970029710.8716507,83316877.59901544,4053346588.470666
1996-08,242068150.71843854,3573997088.4270506,163650259.63440037,1073186909.6888013,40527824.434095375,3737647348.061451,79216122.00478628,3816863470.0662374
1996-09,242068150.71843854,1508796362.4696484,410845883.4094415,446187919.4285472,114410146.01008242,1919642245.8790898,39874128.79331922,1959516374.672409
1996-10,242068150.71843854,11122895.758832095,0.0,69839607.40281451,1088499.6533843128,11122895.758832095,5044962.960427512,16167858.719259609
1996-11,242068150.71843854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-12,242068150.71843854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-01,246279916.1799117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-02,246279916.1799117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-03,246279916.1799117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-04,246279916.1799117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-05,246279916.1799117,1223621841.6329436,464219547.8204986,182611841.5721061,62207660.54898259,1687841389.453442,17413482.065897796,1705254871.5193398
1997-06,246279916.1799117,1968225024.1858182,844227739.2824714,252640652.1360804,79893633.73335034,2812452763.4682894,23652445.058970105,2836105208.5272593
1997-07,246279916.1799117,3656068994.4193025,526066160.94159466,411379841.5762675,47735898.4339949,4182135155.360897,32655910.31586135,4214791065.6767583
1997-08,246279916.1799117,4549574634.32426,184439992.31616956,495194231.6364582,16736314.543806892,4734014626.6404295,36412513.33190837,4770427139.972338
1997-09,246279916.1799117,2812131860.0038166,1479377179.639964,91421148.98876062,134240527.21137393,4291509039.6437807,16050827.31329102,4307559866.957071
1997-10,246279916.1799117,111357167.115017,174632.44649338,49266421.51737994,21894160.131186742,111531799.56151038,5061498.375743291,116593297.93725367
1997-11,246279916.1799117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-12,246279916.1799117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-01,246923381.62623695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-02,246923381.62623695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-03,246923381.62623695,1.6972570278863304e-07,0.0,4.0024452745587014e-08,0.0,1.6972570278863304e-07,2.846852820319566e-09,1.725725556089526e-07
1998-04,246923381.62623695,0.0,0.0,583160.1793033625,0.0,0.0,41478.92318979646,41478.92318979646
1998-05,246923381.62623695,624098001.4327983,193918718.04599762,327125899.56029636,144961977.24853843,818016719.4787959,33578590.37011041,851595309.8489063
1998-06,246923381.62623695,2071238816.4912035,236444330.5060522,669672689.8155085,55829269.05421148,2307683146.997256,51603386.331955716,2359286533.3292117
1998-07,246923381.62623695,4069250895.614376,106179707.51385324,1138631824.896595,25038592.55976032,4175430603.128229,82769361.79279384,4258199964.921023
1998-08,246923381.62623695,3933013350.7055836,13508652.683192397,550578562.4337654,3185520.646886672,3946522003.388776,39388042.39824746,3985910045.787023
1998-09,246923381.62623695,2661546079.280324,121015490.90103498,35993398.26101072,28537068.344203774,2782561570.181359,4589912.62214941,2787151482.8035083
1998-10,246923381.62623695,171648530.50470048,22117364.587130833,130621205.70972651,82115136.69061199,193765895.09183133,15131476.255191213,208897371.34702253
1998-11,246923381.62623695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-12,246923381.62623695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01,246156016.29293644,3.355073711489155e-07,0.0,8.02254386916895e-08,0.0,3.355073711489155e-07,5.7062620656566595e-09,3.4121363321457215e-07
1999-02,246156016.29293644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-03,246156016.29293644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04,246156016.29293644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05,246156016.29293644,20949726.627840932,0.0,78261758.03975236,950908.3134554275,20949726.627840932,5634225.758090501,26583952.385931432
1999-06,246156016.29293644,1329749386.350718,389321881.51671547,499088371.86228776,114590663.47541022,1719071267.8674335,43649663.46016415,1762720931.3275976
1999-07,246156016.29293644,2900624092.225768,241616537.31342757,874710856.6290042,57131767.156151876,3142240629.5391955,66279951.870403744,3208520581.4095993
1999-08,246156016.29293644,3573842412.0889153,225110687.32744795,1035688646.3608758,53228853.93423908,3798953099.4163632,77452348.35602534,3876405447.7723885
1999-09,246156016.29293644,1823469301.6685545,275687822.65168273,553848192.3228791,66708610.41247525,2099157124.3202372,44138864.19047716,2143295988.5107143
1999-10,246156016.29293644,20946715.515201773,0.0,78258667.77243288,2398618.292366977,20946715.515201773,5736978.435969115,26683693.951170888
1999-11,246156016.29293644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-12,246156016.29293644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,251220991.3872317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02,251220991.3872317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03,251220991.3872317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-04,251220991.3872317,0.0,0.0,582707.5223764079,0.0,0.0,41446.726680894026,41446.726680894026
2000-05,251220991.3872317,264817256.90737146,58555854.64712623,31311853.603501428,14259332.691214602,323373111.5544977,3241379.98970454,326614491.54420227
2000-06,251220991.3872317,2113110203.5904381,640044856.3180206,113008030.67124547,24926292.38815268,2753155059.9084587,9810970.286503505,2762966030.194962
2000-07,251220991.3872317,3611499874.7917466,151155155.81260675,174914979.12163547,5770446.983347159,3762655030.6043534,12851763.849646315,3775506794.4539995
2000-08,251220991.3872317,3461663956.2152286,143611131.02597216,162126329.9087607,5482448.900593696,3605275087.241201,11921650.18961662,3617196737.4308176
2000-09,251220991.3872317,1963289527.731985,647234407.9675913,21390781.5479219,25777057.711668953,2610523935.6995764,3354946.464304912,2613878882.1638813
2000-10,251220991.3872317,130417088.89535998,2662657.033319005,21504168.975523382,5853020.717029442,133079745.92867899,1945857.7766774942,135025603.70535648
2000-11,251220991.3872317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-12,251220991.3872317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-01,249906688.769019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-02,249906688.769019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-03,249906688.769019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-04,249906688.769019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-05,249906688.769019,330719548.436798,73908258.66178939,241602501.4395632,106975303.90865248,404627807.0985874,24793585.925188854,429421393.02377623
2001-06,249906688.769019,1117078290.115346,297274692.5164901,442417639.6805192,105648667.47929962,1414352982.631836,38982771.91140585,1453335754.5432417
2001-07,249906688.769019,3027864483.704278,175695495.90147015,823855196.8983358,41033306.72503118,3203559979.605748,61517650.008934304,3265077629.6146827
2001-08,249906688.769019,3528285677.350242,460574306.6342139,638364178.5795588,107566142.75637859,3988859983.984456,53056411.60306011,4041916395.5875163
2001-09,249906688.769019,2163446329.932457,184211678.59417155,24664364.80017712,43025144.55295971,2347658008.5266285,4814608.505278615,2352472617.031907
2001-10,249906688.769019,3439269.097927561,0.0,57992260.16129708,0.0,3439269.097927561,4124864.128594428,7564133.226521989
2001-11,249906688.769019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-12,249906688.769019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-01,249901703.6991884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-02,249901703.6991884,3.4009011444272455e-07,0.0,7.943142496369582e-08,0.0,3.4009011444272455e-07,5.649785585259049e-09,3.457399000279836e-07
2002-03,249901703.6991884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-04,249901703.6991884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-05,249901703.6991884,41862632.80331487,0.0,98317066.4049693,3038654.6185001754,41862632.80331487,7209213.379763234,49071846.18307811
2002-06,249901703.6991884,2027077076.5504057,420754230.325983,654869176.9210603,98593509.77179801,2447831306.8763885,53592172.471455544,2501423479.347844
2002-07,249901703.6991884,3573896738.4954185,156046677.2899367,1016144276.3501759,36447739.55793705,3729943415.785355,74868595.16059874,3804812010.945954
2002-08,249901703.6991884,3209940804.394112,100470154.31639874,931138752.1024885,23466760.596676923,3310410958.7105107,67899026.96220781,3378309985.6727185
2002-09,249901703.6991884,1845085225.4708328,241030634.24514514,325171630.4141462,57641801.646968946,2086115859.715978,27228692.060994092,2113344551.776972
2002-10,249901703.6991884,0.0,0.0,8356896.9814463835,0.0,0.0,594408.0208160703,594408.0208160703
2002-11,249901703.6991884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-12,249901703.6991884,3.4009011444272455e-07,0.0,7.943142496369582e-08,0.0,3.4009011444272455e-07,5.649785585259049e-09,3.457399000279836e-07
2003-01,249877990.24230552,3.4004564148796456e-07,0.0,7.94387119929522e-08,0.0,3.4004564148796456e-07,5.650303895900849e-09,3.456959453838654e-07
2003-02,249877990.24230552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03,249877990.24230552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04,249877990.24230552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05,249877990.24230552,193211650.27673087,11684968.642618723,189623490.238964,34375942.87623401,204896618.91934958,15932595.555208331,220829214.4745579
2003-06,249877990.24230552,2390965645.363529,108927193.77936345,739693260.9249474,25444946.090697348,2499892839.142893,54422626.99811456,2554315466.1410074
2003-07,249877990.24230552,4028608705.375537,29343602.95595599,1122266185.0250647,6854545.402440924,4057952308.331493,80311917.22548284,4138264225.556976
2003-08,249877990.24230552,3710150731.5635767,46211540.4592544,217346369.21451205,10794826.479561575,3756362272.022831,16227190.175994648,3772589462.198826
2003-09,249877990.24230552,2436457658.4490476,251082459.715729,27244453.88817145,58651833.67091188,2687540118.164777,6109617.289383639,2693649735.45416
