date,volume_m3,melt_on_glacier_monthly,liq_prcp_on_glacier_monthly,melt_off_glacier_monthly,liq_prcp_off_glacier_monthly,all_runoff_on_glacier,all_runoff_off_glacier,basin_runoff
2003-10,249877990.24230552,581466791.1551273,768748725.4661691,9038955.911374819,634845168.2038435,1350215516.6212964,45798086.14368898,1396013602.7649853
2003-11,249877990.24230552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12,249877990.24230552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01,248961747.95712057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02,248961747.95712057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03,248961747.95712057,1.697532890994074e-07,0.0,3.981902420973327e-08,0.0,1.697532890994074e-07,2.8322411325499228e-09,1.7258553023195732e-07
2004-04,248961747.95712057,10263879.992406305,0.0,68071557.34701213,134250.44196220575,10263879.992406305,4851331.697161674,15115211.68956798
2004-05,248961747.95712057,502772284.3272311,124006591.46356829,294197036.5825356,119511828.4756496,626778875.7907994,29426217.436838258,656205093.2276376
2004-06,248961747.95712057,2387903176.3257637,312164830.1177218,741296804.9221905,73146280.8746176,2700068006.4434853,57929576.464878865,2757997582.9083643
2004-07,248961747.95712057,4113748345.6258583,101275502.2966342,698612026.6411152,23730816.613498554,4215023847.9224925,51378685.2659412,4266402533.1884336
2004-08,248961747.95712057,4022922413.676875,862483730.1776125,46242726.78797074,202096684.4777753,4885406143.854487,17663845.595898625,4903069989.450386
2004-09,248961747.95712057,1661254140.1149662,845896892.5391612,16553325.813082386,212272452.09393808,2507151032.654127,16275883.02923755,2523426915.683365
2004-10,248961747.95712057,218187202.82395017,44716264.97196005,111050673.01412912,104741227.63663037,262903467.79591024,15348811.509670632,278252279.30558085
2004-11,248961747.95712057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12,248961747.95712057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01,244155835.61541453,1.6859855481584422e-07,0.0,4.1431761109473744e-08,0.0,1.6859855481584422e-07,2.9469516226756334e-09,1.7154550643851986e-07
2005-02,244155835.61541453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03,244155835.61541453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04,244155835.61541453,0.0,0.0,583160.1793033625,0.0,0.0,41478.92318979646,41478.92318979646
2005-05,244155835.61541453,1018089868.1729369,345043479.9884683,436558999.3765491,141541776.4993326,1363133348.161405,41119058.758714475,1404252406.9201195
2005-06,244155835.61541453,1604518199.6584802,416962772.7174111,580669122.7668417,111426943.35862154,2021480972.3758912,49227297.380064525,2070708269.7559557
2005-07,244155835.61541453,3453942459.715282,298666098.4265929,766877125.4107432,73515390.05214956,3752608558.141875,59775303.31341703,3812383861.4552917
2005-08,244155835.61541453,3724580511.288187,108778297.51728082,59339824.45306371,26775315.35490685,3833358808.8054676,6125183.776849142,3839483992.582317
2005-09,244155835.61541453,1559379737.2420225,409188981.41014576,14023206.303601915,111229899.35909288,1968568718.6521683,8908982.700555287,1977477701.3527236
2005-10,244155835.61541453,268532792.4941799,76812016.43948269,102741687.0970093,142343264.10932213,345344808.9336626,17432362.88562513,362777171.8192877
2005-11,244155835.61541453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12,244155835.61541453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01,240640504.4524695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02,240640504.4524695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03,240640504.4524695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04,240640504.4524695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05,240640504.4524695,463503075.5906332,88553611.00760418,294213600.46675813,96197432.46295953,552056686.5982374,27769092.990344167,579825779.5885816
2006-06,240640504.4524695,2324551198.110786,418940757.2730794,763402284.432689,104280291.42028618,2743491955.3838654,61716386.327894054,2805208341.7117596
2006-07,240640504.4524695,3989934811.0899897,114092619.45962027,1157610223.9432988,28399269.824200373,4104027430.54961,84358292.01012768,4188385722.5597377
2006-08,240640504.4524695,3359797827.736245,26179509.47993097,74279675.77684991,6516450.907228962,3385977337.216176,5746853.869146973,3391724191.085323
2006-09,240640504.4524695,2189510070.601725,208595398.97266912,22326368.73119116,51922350.872206695,2398105469.574394,5281150.954184013,2403386620.5285783
2006-10,240640504.4524695,66977809.22534995,0.0,97204218.48455286,9145509.278394477,66977809.22534995,7564426.285767178,74542235.51111713
2006-11,240640504.4524695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12,240640504.4524695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01,241901547.14088923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02,241901547.14088923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03,241901547.14088923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04,241901547.14088923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05,241901547.14088923,434039605.2447185,65604037.82574954,275393565.39772815,73123173.44337194,499643643.070468,24789242.396518666,524432885.46698666
2007-06,241901547.14088923,1662205640.2069175,331849629.2885486,578669192.9847105,85032805.2587557,1994055269.4954662,47207688.698741056,2041262958.1942072
2007-07,241901547.14088923,4106340779.9424534,195461144.31931192,1164919407.2142253,46882404.85285551,4301801924.2617655,86192843.86672589,4387994768.128491
2007-08,241901547.14088923,3336912059.3434696,171254976.6909005,926063293.8309758,41076425.58959411,3508167036.03437,68790557.99655113,3576957594.030921
2007-09,241901547.14088923,1662233265.825207,290061713.65663576,26656070.94941865,74324449.42107747,1952294979.4818428,7182526.168225515,1959477505.6500683
2007-10,241901547.14088923,11756673.558858983,0.0,68140816.77404545,1008696.5703993555,11756673.558858983,4918455.433723906,16675128.99258289
2007-11,241901547.14088923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12,241901547.14088923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01,242553240.2338829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02,242553240.2338829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03,242553240.2338829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04,242553240.2338829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05,242553240.2338829,544468959.7795001,100042324.8959447,307356950.41352165,88510812.15390298,644511284.6754448,28157218.376032054,672668503.051477
2008-06,242553240.2338829,1388810204.937859,275969659.8436997,512985652.5678835,79621717.93443686,1664779864.7815588,42150881.48188869,1706930746.2634475
2008-07,242553240.2338829,3288219572.1310077,90345279.342546,968171960.4368088,21623587.463028587,3378564851.4735537,70402018.11101803,3448966869.584572
2008-08,242553240.2338829,3514340720.7020707,557615895.2249615,565522435.2864052,133461938.1213609,4071956615.9270325,49717247.78959296,4121673863.716625
2008-09,242553240.2338829,1976705869.3471346,118112948.49328406,27436993.322197977,28431347.388442967,2094818817.8404186,3973794.328423364,2098792612.1688418
2008-10,242553240.2338829,43852393.497215115,0.0,98545791.96654247,4692064.87657922,43852393.497215115,7343085.63281964,51195479.13003475
2008-11,242553240.2338829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12,242553240.2338829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01,241112256.5299929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02,241112256.5299929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03,241112256.5299929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04,241112256.5299929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05,241112256.5299929,329166238.5518654,75317103.87258703,250312186.8673911,113610190.55117157,404483342.4244524,25885012.172856424,430368354.5973089
2009-06,241112256.5299929,2414301604.91946,176403867.6600247,785164754.3680508,43841480.50770846,2590705472.5794845,58965421.7840311,2649670894.3635154
2009-07,241112256.5299929,4169994552.264458,163022189.18230546,1177974517.0280662,40515745.058007225,4333016741.446764,86668578.8610597,4419685320.307824
2009-08,241112256.5299929,3584781887.621436,164890661.65012673,81681376.8493847,40980114.69096249,3749672549.271563,8724646.78919923,3758397196.0607624
2009-09,241112256.5299929,2414301604.91946,542987312.3023303,24359027.21509412,134948105.07281303,2957288917.2217903,11331172.014609369,2968620089.2363997
2009-10,241112256.5299929,2962957.024860757,0.0,59389958.10227339,0.0,2962957.024860757,4224279.3623395525,7187236.387200309
2009-11,241112256.5299929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12,241112256.5299929,1.6826089910878858e-07,0.0,4.175306521494499e-08,0.0,1.6826089910878858e-07,2.9698052892742834e-09,1.7123070439806286e-07
2010-01,238587167.00499076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02,238587167.00499076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03,238587167.00499076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04,238587167.00499076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05,238587167.00499076,67655398.76474233,0.0,122165799.9850027,14165064.463555703,67655398.76474233,9696919.741014455,77352318.50575678
2010-06,238587167.00499076,1424583471.2839825,407754900.0732,541736132.0372434,119824296.9936322,1832338371.3571825,47055363.50914941,1879393734.8663318
2010-07,238587167.00499076,3357859618.0410166,29007320.487495843,1025198252.4214976,7267521.983802266,3386866938.5285125,73437059.10065766,3460303997.62917
2010-08,238587167.00499076,3357859618.0410166,233883467.8677714,663947422.7619305,58597389.06631002,3591743085.9087877,51393050.85407554,3643136136.762863
2010-09,238587167.00499076,1964078145.566905,968868261.6841416,24278991.508431546,244057016.81494236,2932946407.2510467,19086160.326649778,2952032567.5776963
2010-10,238587167.00499076,218144447.11454195,44803810.15624276,115224797.43363184,106847700.10392694,262948257.2707847,15795536.792190487,278743794.06297517
2010-11,238587167.00499076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12,238587167.00499076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01,237533601.6133299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02,237533601.6133299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03,237533601.6133299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04,237533601.6133299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05,237533601.6133299,20536162.43708408,0.0,80284955.77196598,1354313.5702805868,20536162.43708408,5806824.784167193,26342987.22125127
2011-06,237533601.6133299,1468922159.8183508,312324414.76625586,554024620.1164224,89949989.49388434,1781246574.5846066,45804522.18139143,1827051096.7659981
2011-07,237533601.6133299,2861195755.175591,259238892.00049782,903487949.1098776,65164082.45803586,3120434647.176089,68898125.4910834,3189332772.6671724
2011-08,237533601.6133299,3534882274.7616835,94614806.12454328,1072584550.9686253,23783032.632460777,3629497080.8862267,77982256.67997009,3707479337.566197
2011-09,237533601.6133299,2591723888.5228505,430444770.20616114,250674395.8339417,108199577.16564658,3022168658.7290115,25525930.07747773,3047694588.8064895
2011-10,237533601.6133299,96057856.71313111,0.0,138505025.36335692,41246142.92256178,96057856.71313111,12785312.110155612,108843168.82328673
2011-11,237533601.6133299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12,237533601.6133299,1.6786352185431458e-07,0.0,4.213406428118204e-08,0.0,1.6786352185431458e-07,2.9969049294155383e-09,1.7086042678373012e-07
2012-01,239171772.96394536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02,239171772.96394536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03,239171772.96394536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04,239171772.96394536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05,239171772.96394536,174914212.5013171,13916427.568968423,180839580.03744584,49287178.132739894,188830640.07028553,16368418.943592569,205199059.0138781
2012-06,239171772.96394536,1164779967.0525608,440925977.38170004,461419400.7097341,152401730.35029748,1605705944.4342608,43659770.421787135,1649365714.8560479
2012-07,239171772.96394536,3333347174.237939,311464462.2780447,986225337.2737038,75364974.0156756,3644811636.5159836,75508624.46336171,3720320260.9793453
2012-08,239171772.96394536,3830331461.0434456,86225035.91437195,727240267.6295612,20863849.26119197,3916556496.9578176,53211028.98272453,3969767525.940542
2012-09,239171772.96394536,2203875033.7755547,0.0,35011051.4011745,0.0,2203875033.7755547,2490260.4179835143,2206365294.193538
2012-10,239171772.96394536,115189171.55617695,1909833.5978464216,149348573.84310395,78040899.67352946,117099005.15402336,16173721.802184628,133272726.95620799
2012-11,239171772.96394536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12,239171772.96394536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01,241364778.16302642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02,241364778.16302642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03,241364778.16302642,1.6877714589030532e-07,0.0,4.062828812301033e-08,0.0,1.6877714589030532e-07,2.88980232566704e-09,1.7166694821597235e-07
2013-04,241364778.16302642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05,241364778.16302642,755972016.5755535,194179377.07768214,362009634.3516513,109545802.2937125,950151393.6532357,33540719.052027345,983692112.705263
2013-06,241364778.16302642,2245679780.761403,370844666.0121466,720706003.3097421,89086390.51506655,2616524446.7735496,57598782.79629125,2674123229.569841
2013-07,241364778.16302642,3961600712.0634503,0.0,1133765067.8264165,0.0,3961600712.0634503,80642258.90702057,4042242970.970471
2013-08,241364778.16302642,3961600712.0634503,356860746.63793194,301754423.0880308,85727094.78702259,4318461458.701383,27560722.915966097,4346022181.617349
2013-09,241364778.16302642,2516618291.0999045,794171467.7085962,31539462.437713206,190780334.71268594,3310789758.808501,15813126.679171667,3326602885.4876723
2013-10,241364778.16302642,1155553.2567162816,0.0,47929640.48094349,0.0,1155553.2567162816,3409131.7387249297,4564684.995441211
2013-11,241364778.16302642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12,241364778.16302642,3.3755429178061064e-07,0.0,8.125657624602066e-08,0.0,3.3755429178061064e-07,5.77960465133408e-09,3.433338964319447e-07
2014-01,237157774.66387606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02,237157774.66387606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03,237157774.66387606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04,237157774.66387606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05,237157774.66387606,929163778.0578018,263009106.69915152,419103210.68928015,120852815.53059894,1192172884.7569532,38405905.15661937,1230578789.9135725
2014-06,237157774.66387606,1871218819.9058924,254436997.09717095,656055988.6040819,64986138.42687964,2125655817.0030632,51286168.13214609,2176941985.135209
2014-07,237157774.66387606,4248739369.761414,235037787.56356812,1233167477.4492621,59148891.77062525,4483777157.324982,91919670.30366002,4575696827.628642
2014-08,237157774.66387606,4069278801.5109615,267244820.7447253,91322926.7637446,67254015.37493068,4336523622.255687,11279235.167429378,4347802857.423116
2014-09,237157774.66387606,2633799603.6287684,604049642.4447458,26896775.252268292,152013288.14153317,3237849246.073514,12725486.137030404,3250574732.2105446
2014-10,237157774.66387606,1108596966.5587306,916918927.0251813,10037367.881354148,345208089.35233366,2025515893.583912,25267841.59323564,2050783735.1771476
2014-11,237157774.66387606,3.3533429678944656e-07,0.0,8.434580743656682e-08,0.0,3.3533429678944656e-07,5.999334989268436e-09,3.41333631778715e-07
2014-12,237157774.66387606,3.3533429678944656e-07,0.0,8.434580743656682e-08,0.0,3.3533429678944656e-07,5.999334989268436e-09,3.41333631778715e-07
2015-01,232295375.64628404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02,232295375.64628404,1.670380316092433e-07,0.0,4.268998195558795e-08,0.0,1.670380316092433e-07,3.0364461521102682e-09,1.7007447776135355e-07
2015-03,232295375.64628404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04,232295375.64628404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05,232295375.64628404,1108870773.114305,157642922.3097146,468112707.81809753,59873373.0721947,1266513695.4240196,37554508.81555728,1304068204.2395768
2015-06,232295375.64628404,3030536540.60335,153652597.9648134,959233658.8281479,39262992.9734615,3184189138.5681634,71020908.82615428,3255210047.3943176
2015-07,232295375.64628404,4415977091.766158,164800654.53873324,767920664.7212911,42111666.36217831,4580777746.304892,57615849.01493164,4638393595.319823
2015-08,232295375.64628404,4013750215.862774,390929502.55471754,44954349.00933505,99894583.72477128,4404679718.417492,10302791.52835727,4414982509.945849
2015-09,232295375.64628404,1779244353.450636,548718938.6618356,17187647.954953298,144458390.98882088,2327963292.1124716,11497533.390042625,2339460825.5025144
2015-10,232295375.64628404,1064204659.6400212,566587551.651458,9821337.169451239,225504934.49256232,1630792211.291479,16738249.100736484,1647530460.3922155
2015-11,232295375.64628404,3.340760632184866e-07,0.0,8.53799639111759e-08,0.0,3.340760632184866e-07,6.0728923042205365e-09,3.401489555227071e-07
2015-12,232295375.64628404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01,225870974.46021655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02,225870974.46021655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03,225870974.46021655,1.6643380754856663e-07,0.0,4.3377027386067913e-08,0.0,1.6643380754856663e-07,3.085314208692634e-09,1.6951912175725927e-07
2016-04,225870974.46021655,176344676.714334,14951614.720853157,187680984.9820978,50059965.26799144,191296291.43518716,16909999.96994447,208206291.40513164
2016-05,225870974.46021655,1066353089.67504,222240754.23854584,461573178.7742821,89344566.43498194,1288593843.913586,39185588.537147835,1327779432.4507337
2016-06,225870974.46021655,2268641632.0657287,390991080.22385705,774921192.6026523,101937473.71623608,2659632712.2895856,62369061.81076554,2722001774.1003513
2016-07,225870974.46021655,3426412041.8426332,185413881.9438962,1025070118.0763261,48340291.30910072,3611825923.7865295,76349362.4945618,3688175286.281091
2016-08,225870974.46021655,3871688492.195457,89092458.36693528,66936900.311792225,23227793.65681339,3960780950.562392,6413219.812132894,3967194170.374525
2016-09,225870974.46021655,1823351592.5393357,526012868.6985401,18694420.114103526,139961941.52845606,2349364461.237876,11284884.105094027,2360649345.34297
2016-10,225870974.46021655,277709863.0633733,134172203.62839605,166949071.61726564,229762539.86766472,411882066.69176936,28217239.525752578,440099306.21752197
2016-11,225870974.46021655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12,225870974.46021655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01,223562330.7685789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02,223562330.7685789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03,223562330.7685789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04,223562330.7685789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05,223562330.7685789,626972949.1200716,173658667.18057144,347059958.15169775,133732039.60485938,800631616.3006431,34197695.68120446,834829311.9818475
2017-06,223562330.7685789,2133667392.4815094,230014104.6291883,743662427.4057884,60390816.69868645,2363681497.1106977,57190569.48051094,2420872066.5912085
2017-07,223562330.7685789,3823199859.422918,66453119.31011669,1179696378.2423906,17446824.406738304,3889652978.7330346,85150208.65997568,3974803187.39301
2017-08,223562330.7685789,4267797955.6513586,66296062.06615585,154341964.64604667,17405590.072133128,4334094017.717514,12216032.375017254,4346310050.092531
2017-09,223562330.7685789,2489364865.323959,400615335.8277415,28115209.721382663,105178891.39583308,2889980201.1517005,9480921.328508263,2899461122.480209
2017-10,223562330.7685789,35948299.76664362,0.0,91252520.09644054,4390174.226328658,35948299.76664362,6802858.137910669,42751157.90455429
2017-11,223562330.7685789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12,223562330.7685789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01,221245342.82250416,3.318505671727955e-07,0.0,8.772831599343267e-08,0.0,3.318505671727955e-07,6.23992551241882e-09,3.380904926852143e-07
2018-02,221245342.82250416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,221245342.82250416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,221245342.82250416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,221245342.82250416,1422172709.629202,169211872.9190225,559375010.8260661,52051930.60586426,1591384582.5482244,43489476.88802005,1634874059.4362445
2018-06,221245342.82250416,1866102204.3327034,328017363.549755,676732613.4420497,87921818.31636691,2194119567.882458,54388217.109634764,2248507784.992093
2018-07,221245342.82250416,3996931264.542223,102625239.23182622,1240040510.4712353,27135925.30134201,4099556503.7740493,90131521.17162693,4189688024.9456763
2018-08,221245342.82250416,3686175199.188557,113594917.02275442,354495348.28053874,30036501.800286762,3799770116.2113113,27350919.42077829,3827121035.6320896
2018-09,221245342.82250416,1644123909.327916,516314310.62429297,16487621.716312366,145222777.38148382,2160438219.952209,11502111.188698823,2171940331.140908
2018-10,221245342.82250416,102253781.69691142,16923.18018920434,141531465.12325782,44029916.183363035,102270704.87710063,13198580.004904455,115469284.88200508
2018-11,221245342.82250416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12,221245342.82250416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,219184270.20342803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,219184270.20342803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,219184270.20342803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,219184270.20342803,0.0,0.0,582933.8508398859,0.0,0.0,41462.82493534529,41462.82493534529
2019-05,219184270.20342803,1111287109.8152728,322127338.62915087,479022533.5080044,125473150.1621303,1433414448.4444237,42996471.5037127,1476410919.9481363
2019-06,219184270.20342803,2086279045.1370375,348698448.98029554,738488206.2073629,92811010.4695605,2434977494.117333,59128516.62380516,2494106010.741138
2019-07,219184270.20342803,3327182790.032541,210311682.13477242,946980464.1792822,55959476.3644178,3537494472.167313,71336950.35125194,3608831422.518565
2019-08,219184270.20342803,3903340823.0848393,179313749.43211335,73721129.4742979,47711584.16550194,4082654572.5169525,8637246.472848738,4091291818.9898014
2019-09,219184270.20342803,1864701649.4681218,670712564.9774754,19346779.714852594,180903470.59851208,2535414214.445597,14243367.510806432,2549657581.9564037
2019-10,219184270.20342803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11,219184270.20342803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12,219184270.20342803,3.3129167368869425e-07,0.0,8.816361844569048e-08,0.0,3.3129167368869425e-07,6.27088763504369e-09,3.3756256132373794e-07
