1650,228028,1627.823369
1700,197872,1676.346473
1750,216504,1726.788763
1800,379868,1779.848159
1850,382904,1823.252369
1900,361420,1875.694794
1950,427744,1923.106282
2000,399160,1976.306941
2050,538128,2025.383422
2100,504088,2074.079732
2150,337260,2123.027424
2200,210064,2172.875003
2250,117844,2222.063971
2500,100104,2312.601538
